start time:,1592284254.050606
time,acc raw,,,,,,mag raw,,,,,,gyr raw,,,,,,orientation fusion,,,,,,quaternion fusion,,,,,,,,IR on A0,IR on A1,IR on A2
1592284255.106972,11,0,226,255,206,3,143,254,171,0,220,253,1,0,1,0,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.11968,11,0,225,255,214,3,143,254,171,0,220,253,255,255,1,0,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.1256378,14,0,224,255,217,3,127,254,153,0,199,253,0,0,254,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.133706,13,0,226,255,216,3,127,254,153,0,199,253,255,255,2,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.146966,11,0,223,255,208,3,127,254,153,0,199,253,255,255,2,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.1538959,13,0,227,255,211,3,127,254,153,0,199,253,2,0,2,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.16668,12,0,226,255,212,3,127,254,153,0,199,253,2,0,0,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.174454,12,0,227,255,216,3,149,254,160,0,212,253,1,0,1,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.187892,11,0,226,255,214,3,149,254,160,0,212,253,252,255,255,255,3,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.194106,14,0,225,255,206,3,149,254,160,0,212,253,255,255,254,255,2,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.2042692,13,0,224,255,214,3,149,254,160,0,212,253,0,0,3,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.217649,13,0,226,255,213,3,149,254,160,0,212,253,1,0,1,0,2,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.224375,11,0,225,255,211,3,138,254,166,0,212,253,6,0,255,255,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.23431,12,0,227,255,216,3,138,254,166,0,212,253,1,0,0,0,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.244458,10,0,226,255,209,3,138,254,166,0,212,253,255,255,255,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.2543528,12,0,223,255,216,3,138,254,166,0,212,253,0,0,254,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.267243,12,0,227,255,215,3,138,254,166,0,212,253,4,0,253,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.274356,13,0,227,255,213,3,138,254,171,0,224,253,4,0,0,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.28445,10,0,228,255,213,3,138,254,171,0,224,253,5,0,254,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.2945468,11,0,224,255,205,3,138,254,171,0,224,253,0,0,3,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.304522,13,0,225,255,216,3,138,254,171,0,224,253,2,0,0,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.317612,13,0,224,255,219,3,138,254,171,0,224,253,1,0,1,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.324707,11,0,224,255,213,3,143,254,147,0,231,253,7,0,255,255,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.3346949,12,0,228,255,207,3,143,254,147,0,231,253,6,0,3,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.3446898,12,0,228,255,201,3,143,254,147,0,231,253,3,0,255,255,2,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.354871,11,0,226,255,210,3,143,254,147,0,231,253,0,0,253,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.3675892,15,0,223,255,217,3,143,254,147,0,231,253,255,255,0,0,2,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.3747919,11,0,224,255,217,3,143,254,171,0,224,253,3,0,1,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.384902,13,0,225,255,214,3,143,254,171,0,224,253,5,0,0,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.3951628,11,0,227,255,204,3,143,254,171,0,224,253,1,0,2,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.405078,12,0,227,255,208,3,143,254,171,0,224,253,255,255,255,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.4183629,10,0,223,255,216,3,143,254,171,0,224,253,254,255,1,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.425249,12,0,225,255,217,3,114,254,160,0,231,253,3,0,0,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.435284,11,0,226,255,208,3,114,254,160,0,231,253,0,0,1,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.4453151,13,0,226,255,203,3,114,254,160,0,231,253,2,0,255,255,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.4553201,12,0,227,255,208,3,114,254,160,0,231,253,254,255,254,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.4679492,11,0,225,255,212,3,114,254,160,0,231,253,254,255,254,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.475321,12,0,227,255,218,3,138,254,160,0,244,253,1,0,255,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.4853902,14,0,225,255,217,3,138,254,160,0,244,253,255,255,253,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.495521,14,0,227,255,207,3,138,254,160,0,244,253,255,255,255,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.505502,14,0,227,255,212,3,138,254,160,0,244,253,254,255,0,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.518365,13,0,226,255,214,3,138,254,160,0,244,253,255,255,1,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.5256681,15,0,227,255,216,3,149,254,160,0,218,253,1,0,2,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.535706,10,0,226,255,215,3,149,254,160,0,218,253,3,0,2,0,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.5457332,12,0,223,255,205,3,149,254,160,0,218,253,254,255,1,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.555846,9,0,225,255,212,3,149,254,160,0,218,253,3,0,3,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.568591,10,0,226,255,211,3,149,254,160,0,218,253,1,0,1,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.575876,11,0,228,255,215,3,156,254,177,0,231,253,2,0,2,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.5859032,12,0,223,255,212,3,156,254,177,0,231,253,3,0,255,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.595988,11,0,224,255,206,3,156,254,177,0,231,253,255,255,1,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.606081,12,0,224,255,210,3,156,254,177,0,231,253,1,0,254,255,2,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.619356,12,0,227,255,215,3,156,254,177,0,231,253,1,0,2,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.626257,12,0,226,255,215,3,156,254,160,0,231,253,0,0,1,0,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.636296,13,0,225,255,216,3,156,254,160,0,231,253,1,0,3,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.646291,11,0,226,255,205,3,156,254,160,0,231,253,255,255,0,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.656368,11,0,226,255,212,3,156,254,160,0,231,253,255,255,2,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.6690822,12,0,225,255,212,3,156,254,160,0,231,253,0,0,4,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.67644,11,0,225,255,215,3,138,254,166,0,231,253,255,255,253,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.686425,11,0,224,255,209,3,138,254,166,0,231,253,255,255,254,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.696477,13,0,223,255,204,3,138,254,166,0,231,253,0,0,255,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.7067578,14,0,226,255,208,3,138,254,166,0,231,253,254,255,255,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.7199621,12,0,226,255,213,3,138,254,166,0,231,253,253,255,254,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.726712,12,0,225,255,214,3,127,254,166,0,239,253,254,255,0,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.736748,13,0,227,255,215,3,127,254,166,0,239,253,1,0,1,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.7468102,13,0,227,255,206,3,127,254,166,0,239,253,255,255,255,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.756952,11,0,224,255,213,3,127,254,166,0,239,253,252,255,254,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.7695518,10,0,224,255,215,3,127,254,166,0,239,253,254,255,255,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.777162,11,0,226,255,215,3,143,254,147,0,231,253,254,255,254,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.787304,13,0,225,255,216,3,143,254,147,0,231,253,0,0,4,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.7969768,11,0,226,255,204,3,143,254,147,0,231,253,253,255,2,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.807213,11,0,227,255,212,3,143,254,147,0,231,253,252,255,0,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.8196979,13,0,226,255,212,3,143,254,147,0,231,253,255,255,0,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.827348,11,0,223,255,218,3,132,254,153,0,224,253,254,255,0,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.837405,8,0,224,255,214,3,132,254,153,0,224,253,255,255,0,0,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.84739,13,0,229,255,201,3,132,254,153,0,224,253,1,0,255,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.857419,13,0,227,255,204,3,132,254,153,0,224,253,254,255,255,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.869888,11,0,222,255,216,3,132,254,153,0,224,253,251,255,254,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.877503,13,0,223,255,219,3,132,254,160,0,239,253,253,255,254,255,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.887567,10,0,223,255,218,3,132,254,160,0,239,253,0,0,255,255,0,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.897707,11,0,226,255,204,3,132,254,160,0,239,253,4,0,0,0,254,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.907671,13,0,224,255,205,3,132,254,160,0,239,253,255,255,1,0,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.9203358,13,0,223,255,216,3,132,254,160,0,239,253,0,0,0,0,1,0,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.927665,13,0,224,255,218,3,138,254,147,0,218,253,1,0,255,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
1592284255.93764,10,0,225,255,213,3,138,254,147,0,218,253,0,0,255,255,255,255,70,4,4,0,25,0,237,52,46,255,93,0,7,220
