time,x,y,z,q,x,y,z
1592177651.6203692,0.02196365858415874,-0.6522534524395337,-0.0039896717041787,0.5174199512376128,0.45916377251087187,-0.4772293175326156,-0.541938413017039
1592177651.6303692,0.02196365858415874,-0.6522534524395337,-0.0039896717041787,0.5171420482723689,0.4591780781137666,-0.47716787656587,-0.5422456595390078
1592177651.6403692,0.021964577266874535,-0.6522521313189561,-0.003989414237395602,0.5168923034404787,0.45912697621095694,-0.477239689542775,-0.5424635105251195
1592177651.6503692,0.02196428378041516,-0.6522474615218605,-0.00398744663655028,0.5166492672392768,0.4590666788618935,-0.47738755871696253,-0.5426162610656411
1592177651.6603692,0.021963891501227017,-0.6522379531842523,-0.003985487068206957,0.5164001784703809,0.4590204493862365,-0.47752023814913025,-0.5427757203020922
1592177651.6703691,0.021965970107791253,-0.6522209431268846,-0.003982367785870513,0.5161630507608641,0.45898406351571014,-0.4776166406603953,-0.5429471887988723
1592177651.6803691,0.021970383403821365,-0.6521869294708742,-0.003978621989864262,0.5159196474306283,0.45897054994024716,-0.4776504500597528,-0.5431603024299484
1592177651.6903691,0.02198102185226713,-0.6521042291177535,-0.003976650710639927,0.5156696405868465,0.45896761997904123,-0.477633900104794,-0.5434145993712359
1592177651.7003691,0.02200450276699738,-0.6519475416846142,-0.003972945681921418,0.5153862265563839,0.4589428074999276,-0.4775882162264041,-0.5437440841983933
1592177651.710369,0.022035033109528913,-0.6517372568199624,-0.003970394846859203,0.5150403226915039,0.45882174055961195,-0.47758707921386,-0.5441743466356201
1592177651.720369,0.022071645360099118,-0.6514853689595119,-0.003968816434396087,0.5146306610458242,0.4586224140976813,-0.47763491516650924,-0.5446879723081259
1592177651.730369,0.022117341154822095,-0.6511893508068411,-0.0039683164384794,0.5142121555853253,0.4583346550922926,-0.4777224995069672,-0.5452492041836411
1592177651.740369,0.022174286581912547,-0.6508544393306327,-0.003969829403647494,0.5138232961082385,0.4579852475133551,-0.4777866476870957,-0.5458522581939818
1592177651.750369,0.022244297722151894,-0.650482614540224,-0.003972342573583435,0.5134500835524843,0.4576174789436385,-0.4778204728117945,-0.5464827219861009
1592177651.760369,0.022324935832289856,-0.6500748890742095,-0.003977868880331674,0.5131729180816776,0.45717443174104383,-0.4778041235378491,-0.5471269674740924
1592177651.770369,0.022412344658622487,-0.6496326432610224,-0.00398449482211108,0.5129602395415408,0.45670738758952495,-0.47774798360195586,-0.547765297773422
1592177651.780369,0.02249452926873856,-0.6491451969349106,-0.0039996913619078965,0.5128213143146537,0.45620381187195197,-0.47763519204532057,-0.5484134065813966
1592177651.790369,0.022573036212895678,-0.6486221884911574,-0.004014284498714148,0.512709669669283,0.4556950356736571,-0.47748804432376746,-0.549067993756275
1592177651.800369,0.02264149179404265,-0.6480639346367231,-0.004028948200660768,0.512635590587536,0.4551973640172214,-0.4773236734702752,-0.5496926513923723
1592177651.810369,0.02269573763059181,-0.6474695443713199,-0.004042827579659708,0.5125218672875268,0.4548115929984606,-0.47715592923663586,-0.5502623804091801
1592177651.820369,0.022736126971838987,-0.6468402236107975,-0.004055600343855721,0.5124059206965362,0.45447962305677725,-0.4770301591104669,-0.5507553568655871
1592177651.830369,0.022766129350803722,-0.6461776892853743,-0.0040694112660196406,0.5122766839192378,0.4542529483572772,-0.4768980061094351,-0.551176088069353
1592177651.840369,0.022792804824383263,-0.6454851388743754,-0.0040839714710522905,0.5120820129797867,0.4541026892826007,-0.47675704188822887,-0.5516029697138309
1592177651.850369,0.022818504749589203,-0.6447557577745228,-0.004097152554127204,0.5118962931973882,0.4539464275585132,-0.47658338277147155,-0.5520534038151684
1592177651.860369,0.0228426627075931,-0.6439883055035018,-0.0041090827803620545,0.5116854755874597,0.45378388274787207,-0.47642283714482686,-0.552521654687687
1592177651.870369,0.02286479983021647,-0.6431814602123739,-0.004121466397115325,0.5114713286380282,0.45359045231340045,-0.47628934629973174,-0.5529933568533064
1592177651.880369,0.022884556871147488,-0.6423369815163171,-0.004133552863965403,0.5112194821418302,0.45338306116944804,-0.47616403204113944,-0.5535036467850969
1592177651.890369,0.02291103535102406,-0.6414557097897081,-0.004142403845352724,0.5109566056543913,0.4531043901013638,-0.47611611928009917,-0.5540158024444929
1592177651.900369,0.022953915139864077,-0.6405415157591522,-0.004145166116642393,0.5106570485166063,0.4527865044249886,-0.4760864559083823,-0.5545770511188434
1592177651.910369,0.02299618615206507,-0.6395932649141395,-0.004148064945243034,0.5103452171523737,0.45237380760887286,-0.47614828137737547,-0.5551469278051276
1592177651.920369,0.02304062149422235,-0.6386148256730847,-0.004151956482670462,0.5100526268535273,0.4518801650429494,-0.4762782079792038,-0.5557065138675387
1592177651.930369,0.023091007447427248,-0.6376131038061077,-0.004156358885552534,0.5097789294116092,0.4513625428435786,-0.4764136059287392,-0.5562616876335162
1592177651.940369,0.02314818146796129,-0.6365886944489326,-0.004162811455589249,0.5095199222272344,0.4508345879252749,-0.4764821746954247,-0.5568678728995611
1592177651.950369,0.023206735932536224,-0.6355350585150308,-0.004169711935851788,0.5092511343347615,0.4502978970527038,-0.47647694799490325,-0.5575530617824638
1592177651.9603689,0.02325646679401223,-0.6344463648773893,-0.004175462699556623,0.509001655818469,0.449754496835442,-0.4764653769059264,-0.5582291022727285
1592177651.9703689,0.02329072726561101,-0.6333218663791352,-0.004177712672116144,0.5087684434215262,0.4492876157229244,-0.4764383217922493,-0.5588388741345587
1592177651.9803689,0.023304179084793604,-0.6321636214419653,-0.00417804831002548,0.5084761645564586,0.4489069168270529,-0.47641742208401594,-0.5594294413224326
1592177651.9903688,0.02327895387823935,-0.6307845832062912,-0.004180896338770627,0.5080947381005797,0.44854878718527375,-0.4765024752860746,-0.5599909011442983
1592177652.0003688,0.02322582561683559,-0.6292690150240223,-0.004185412637061634,0.5076865500111883,0.44827254043219733,-0.47666488137667035,-0.5604437154154147
1592177652.0103688,0.023165180274256545,-0.6277353067422788,-0.0041887753407533835,0.5073708708635261,0.4480478771634289,-0.4768964409470616,-0.5607115448839242
1592177652.0203688,0.023114088219144138,-0.626350951973241,-0.004192882162564237,0.5070748755460002,0.44784158080003833,-0.4771334828107642,-0.5609422631350954
1592177652.0303688,0.023075564124915005,-0.6250172405678822,-0.004197690958580712,0.5067783251617137,0.4476058454843208,-0.47736679068512994,-0.5611997845963309
1592177652.0403688,0.023047961356974792,-0.6236459632044277,-0.004203550543743265,0.5065735777218008,0.447333757469374,-0.477560092151456,-0.5614377498727269
1592177652.0503688,0.023025746157875077,-0.6221780722393153,-0.004209564075473746,0.5065213655636158,0.4470519004140553,-0.47765028397098325,-0.561631785418532
1592177652.0603688,0.022996817808038077,-0.6205828307217941,-0.004215853520007799,0.5065153025895044,0.4468346283570473,-0.4776877982736638,-0.5617785561059269
1592177652.0703688,0.022958276731645553,-0.6189325826843416,-0.0042230110207527,0.5065330748390594,0.446707,-0.47766088385173505,-0.5618874425967307
1592177652.0803688,0.02290854605253509,-0.6172431238024044,-0.004231364179008964,0.5064935829534565,0.44678568623525966,-0.47753248532355524,-0.5619692943026792
1592177652.0903687,0.02285588062968799,-0.6155998019805294,-0.004240556350943762,0.506329373614676,0.44697620721384873,-0.4774236311291018,-0.5620578215760915
1592177652.1003687,0.022810395103445673,-0.6140521704663253,-0.004247646172380711,0.5061111478989682,0.4471193242207687,-0.47739704628624874,-0.5621634630795148
1592177652.1103687,0.022779858892989058,-0.6125244281209081,-0.004254702208075032,0.505887669261285,0.4471552822508681,-0.47742122381011276,-0.5623151422099606
1592177652.1203687,0.02277190217316055,-0.6109688603992637,-0.004266642713294276,0.5056663566560724,0.44704947529911077,-0.4774795286687855,-0.562548172012713
1592177652.1303687,0.022790432142157955,-0.6093917422049446,-0.004283524291828391,0.5054241353479247,0.44677777507622674,-0.4775392161630188,-0.5629309563737354
1592177652.1403687,0.022832098720586346,-0.607793935870364,-0.004304450366345678,0.5052087171872001,0.4464094315818213,-0.47750411068803406,-0.5634467209948936
1592177652.1503687,0.02288904544795425,-0.6061748681488419,-0.004324709854908968,0.5050980570382393,0.445976585099656,-0.4773873284275791,-0.5639872664178406
1592177652.1603687,0.02294792179840138,-0.6045287419242611,-0.004343068253840607,0.5051039186485113,0.44549565271592223,-0.47721803520621353,-0.5645057502334953
1592177652.1703687,0.022996459301873686,-0.6028525410225934,-0.004356715908747517,0.5051918262913194,0.44500088591427106,-0.47704765014050005,-0.5649602530526734
1592177652.1803687,0.02302820936441679,-0.6009646129018481,-0.00436929480660026,0.5053236890996224,0.4445343586530392,-0.476899408824802,-0.5653354773332198
1592177652.1903687,0.022969063207281752,-0.598810938521757,-0.004369960878865963,0.5052511862689417,0.4442097385081084,-0.47672930925393336,-0.5657983307453416
1592177652.2003686,0.022877618156102942,-0.596610107804631,-0.004367353848973693,0.505007448037733,0.44376917628548634,-0.47670242642342253,-0.5663843869538122
1592177652.2103686,0.02276795240030338,-0.5943596162070088,-0.0043638518660567656,0.5047162935670624,0.4432585345937417,-0.47680522602728614,-0.5669570750819799
1592177652.2203686,0.022644485578994563,-0.592069559194056,-0.004357440975806894,0.5044387731001369,0.44274164048077824,-0.4770282080437623,-0.567419698929038
1592177652.2303686,0.02251069990224507,-0.589754793478993,-0.004349742625312061,0.5042238550661875,0.44228712856181196,-0.47725297314785775,-0.5677766689365051
1592177652.2403686,0.02236693546160342,-0.5874269355527031,-0.004343072421841193,0.50399843714752,0.4419914605997066,-0.47740025797405333,-0.5680820988751627
1592177652.2503686,0.02221259272252959,-0.5850889879024415,-0.004336401059295458,0.5037724560810262,0.4418515588802932,-0.4774650679898717,-0.5683371202039647
1592177652.2603686,0.022045170613615953,-0.5827374144504922,-0.004327648329150951,0.5035994305945273,0.4418613316685979,-0.47744806068277035,-0.5684975361565201
1592177652.2703686,0.021862431940086094,-0.5803672882267623,-0.004314502618385015,0.5034907168584856,0.4419461738659543,-0.47738408937033205,-0.5685814288422613
1592177652.2803686,0.021655820172032,-0.5779691756455775,-0.0042955129649982085,0.5033120623660946,0.4420668203981601,-0.4773140468690924,-0.5687045469321067
1592177652.2903686,0.02146655975112861,-0.575867831415722,-0.004262942175982845,0.5030301430149234,0.4422506089031829,-0.4773894961637873,-0.5687481428768654
1592177652.3003685,0.02127293650102919,-0.5738073664981175,-0.0042216370726414895,0.5027491307667177,0.4425075515589743,-0.47761559037296647,-0.5686068284178638
1592177652.3103685,0.021065281537253202,-0.5715793353124483,-0.0041746799262686604,0.5025649190782414,0.4427754855305514,-0.4779359895498509,-0.5682917052518629
1592177652.3203685,0.02088052236622888,-0.5693847142340492,-0.004131025227600645,0.5025575282722667,0.44287133926720024,-0.4781820937176004,-0.5680162083765328
1592177652.3303685,0.020723728894215827,-0.5671946586279176,-0.004093284233404066,0.5026163318682961,0.4429613252747794,-0.4782983252747794,-0.567795850549219
1592177652.3403685,0.020591752330871203,-0.564950164062321,-0.004057245536659024,0.5028909843818057,0.4430525080599371,-0.4782664760710286,-0.5675085447532306
1592177652.3503685,0.02047336625990519,-0.562597662541829,-0.004024353336966333,0.5032666348808942,0.44323977220831295,-0.4780336474696162,-0.5672254150145846
1592177652.3603685,0.020361019768197496,-0.5601355454773702,-0.00399294921149349,0.5036015116238827,0.4432963768899625,-0.47782987587395426,-0.5670560514551484
1592177652.3703685,0.02024409487096803,-0.5575556927645979,-0.00395876038025537,0.5039210692311773,0.4432271793642407,-0.4777266712113207,-0.5669125720403413
1592177652.3803685,0.020121005149813576,-0.5548954749569955,-0.003923500520723004,0.5042258095291821,0.44316015599194974,-0.47763273398792466,-0.5667730866156919
1592177652.3903685,0.02001253132756865,-0.5523673759470624,-0.0038989682416507724,0.5043417514045713,0.44311304388943107,-0.47756312710685683,-0.5667660112365699
1592177652.4003685,0.01992530510569966,-0.5499219940621679,-0.0038852732450551397,0.504371,0.442954169988471,-0.47750802479948895,-0.5669111412658524
1592177652.4103684,0.01985179153474341,-0.5474552044002308,-0.0038782765715606937,0.5043590987590473,0.44272239499924876,-0.47736118514550835,-0.567226209964562
1592177652.4203684,0.019798962129034394,-0.5449752472292037,-0.003876940861516527,0.5043400857975125,0.4424520940622667,-0.4771529483114944,-0.5676290535514545
1592177652.4303684,0.019757488967080353,-0.5423582358004155,-0.003876608184766986,0.5043938865362441,0.44216207146606207,-0.47689048535329404,-0.56802821422323
1592177652.4403684,0.01971596645700309,-0.5395785841593692,-0.0038734947540906505,0.5045250672483799,0.4420178624544453,-0.47654269280909806,-0.5683141882359058
1592177652.4503684,0.019655274973120352,-0.5367065452514425,-0.0038645622148602153,0.5047193732964876,0.4419710111264635,-0.4762189826979855,-0.5684493757719439
1592177652.4603684,0.01957034023675456,-0.5338003572124476,-0.00384292860087748,0.504975120454971,0.44185741129803513,-0.47606335434907643,-0.568442164519214
1592177652.4703684,0.019464064411602443,-0.5308670484532348,-0.0038124906041814267,0.5052905908884012,0.4417808097472453,-0.47598536037537215,-0.5682850446496424
1592177652.4803684,0.019343838881146606,-0.5279294492676615,-0.0037800853300589106,0.505655076616913,0.4418078971027212,-0.47588773848405114,-0.5680222363476752
1592177652.4903684,0.019232716693503803,-0.5251461894131282,-0.0037566764339284527,0.5059948276859612,0.4420132052023814,-0.4756167501244863,-0.5677876126668715
1592177652.5003684,0.019141264998855746,-0.5225321338062155,-0.0037442386453044748,0.5061906048865372,0.4422052793423063,-0.47531212161298325,-0.5677177732341347
